,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,PorchSF
1036,20.0,RL,89.0,12898.0,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9.0,5.0,2007.0,2008.0,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,598.0,GasA,Ex,Y,SBrkr,0.0,1620.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Ex,Attchd,2008.0,Fin,3.0,912.0,TA,Y,228.0,NA,NA,0.0,9.0,2009.0,WD,Normal,3240.0,0.0
1325,30.0,RM,40.0,3636.0,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4.0,4.0,1922.0,1950.0,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,796.0,GasA,Fa,N,SBrkr,0.0,796.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,NA,1979.0,NA,0.0,0.0,NA,N,0.0,MnPrv,NA,0.0,1.0,2008.0,WD,Normal,1592.0,100.0
309,20.0,RL,90.0,12378.0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,5.0,2003.0,2004.0,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,622.0,GasA,Ex,Y,SBrkr,0.0,1944.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,3.0,Ex,Attchd,2003.0,Fin,3.0,708.0,TA,Y,208.0,NA,NA,0.0,11.0,2006.0,WD,Normal,3840.0,175.0
1231,90.0,RL,70.0,7728.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5.0,6.0,1962.0,1962.0,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,303.0,GasA,TA,Y,SBrkr,0.0,1190.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1962.0,Unf,2.0,540.0,TA,Y,0.0,GdWo,NA,0.0,5.0,2006.0,WD,Normal,2296.0,18.0
1194,60.0,RL,80.0,9364.0,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.0,7.0,1969.0,1969.0,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,292.0,GasA,TA,Y,SBrkr,0.0,1352.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,NA,Attchd,1969.0,Fin,1.0,299.0,TA,Y,379.0,MnPrv,NA,0.0,3.0,2010.0,WD,Normal,2015.0,36.0
399,60.0,FV,65.0,8125.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2007.0,CemntBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,280.0,GasA,Ex,Y,SBrkr,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2007.0,Fin,2.0,438.0,TA,Y,0.0,NA,NA,0.0,10.0,2009.0,WD,Normal,2642.0,168.0
240,20.0,FV,75.0,9000.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2008.0,2008.0,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,488.0,GasA,Ex,Y,SBrkr,0.0,1566.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2008.0,RFn,2.0,750.0,TA,Y,144.0,NA,NA,0.0,4.0,2010.0,WD,Normal,3132.0,168.0
1223,20.0,RL,89.0,10680.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,3.0,1951.0,1951.0,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,1380.0,GasA,TA,N,FuseA,0.0,2136.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Mod,0.0,NA,Detchd,1951.0,Unf,2.0,528.0,TA,Y,0.0,MnPrv,NA,0.0,10.0,2006.0,WD,Normal,4272.0,30.0
1015,60.0,RL,70.0,8400.0,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8.0,6.0,2001.0,2001.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,167.0,GasA,Ex,Y,SBrkr,0.0,1665.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2001.0,Fin,2.0,528.0,TA,Y,0.0,NA,NA,0.0,11.0,2009.0,WD,Normal,2475.0,45.0
312,190.0,RM,65.0,7800.0,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5.0,7.0,1939.0,1950.0,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,286.0,GasA,TA,Y,SBrkr,0.0,1118.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,Y,0.0,MnPrv,NA,0.0,5.0,2006.0,WD,Normal,1911.0,271.0
118,60.0,RL,90.0,12376.0,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1990.0,1990.0,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,203.0,GasA,Gd,Y,SBrkr,0.0,3222.0,1.0,0.0,3.0,0.0,5.0,1.0,Gd,11.0,Typ,2.0,TA,Attchd,1990.0,Unf,3.0,594.0,TA,Y,367.0,NA,NA,0.0,5.0,2010.0,WD,Normal,4895.0,0.0
1179,20.0,RL,77.0,8335.0,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,GasA,Gd,Y,SBrkr,0.0,1124.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Min2,1.0,Gd,NA,1979.0,NA,0.0,0.0,NA,N,0.0,NA,NA,0.0,4.0,2006.0,WD,Normal,1124.0,226.0
693,30.0,RL,60.0,5400.0,Reg,Lvl,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5.0,6.0,1921.0,1968.0,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,1073.0,GasA,Ex,Y,SBrkr,0.0,1073.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1968.0,Unf,1.0,326.0,TA,Y,0.0,NA,NA,0.0,12.0,2006.0,WD,Abnorml,2146.0,112.0
255,60.0,RL,66.0,8738.0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1999.0,1999.0,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,975.0,GasA,Ex,Y,SBrkr,0.0,2291.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,1999.0,Fin,2.0,429.0,TA,Y,192.0,NA,NA,0.0,2.0,2006.0,WD,Normal,3266.0,0.0
1068,160.0,RM,42.0,3964.0,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6.0,4.0,1973.0,1973.0,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,105.0,GasA,Gd,Y,SBrkr,0.0,2521.0,1.0,0.0,2.0,1.0,5.0,1.0,TA,10.0,Maj1,1.0,Gd,Attchd,1973.0,Fin,2.0,576.0,TA,Y,728.0,GdPrv,NA,0.0,6.0,2006.0,WD,Normal,3463.0,20.0
1333,50.0,RM,60.0,7200.0,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1938.0,1995.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,803.0,GasA,Ex,Y,SBrkr,0.0,1360.0,0.0,0.0,1.0,1.0,2.0,1.0,Gd,6.0,Typ,0.0,NA,Detchd,1951.0,Unf,1.0,297.0,TA,Y,0.0,MnPrv,NA,0.0,7.0,2006.0,WD,Normal,2163.0,255.0
72,60.0,RL,74.0,10141.0,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1998.0,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,832.0,GasA,Gd,Y,SBrkr,0.0,1718.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1998.0,Fin,2.0,427.0,TA,Y,0.0,NA,NA,0.0,12.0,2009.0,WD,Normal,2550.0,385.0
95,60.0,RL,70.0,9765.0,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,8.0,1993.0,1993.0,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,370.0,GasA,Gd,Y,SBrkr,0.0,1470.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,BuiltIn,1993.0,Fin,2.0,420.0,TA,Y,232.0,NA,Shed,480.0,4.0,2009.0,WD,Normal,2150.0,63.0
816,20.0,RL,70.0,11425.0,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1954.0,1954.0,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,522.0,GasA,Gd,Y,SBrkr,0.0,1008.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,1.0,Gd,Attchd,1954.0,RFn,1.0,275.0,TA,Y,0.0,NA,NA,0.0,7.0,2006.0,WD,Normal,2016.0,120.0
33,20.0,RL,70.0,10552.0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,380.0,GasA,Gd,Y,SBrkr,0.0,1700.0,0.0,1.0,1.0,1.0,4.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1959.0,RFn,2.0,447.0,TA,Y,0.0,NA,NA,0.0,4.0,2010.0,WD,Normal,3098.0,38.0
1075,70.0,RL,75.0,13125.0,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7.0,6.0,1940.0,1984.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,GasA,TA,Y,SBrkr,0.0,1740.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,Y,0.0,NA,NA,0.0,7.0,2007.0,CWD,Normal,2540.0,0.0
462,20.0,RL,60.0,8281.0,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1965.0,1965.0,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,0.0,GasA,Gd,Y,SBrkr,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Po,Detchd,1965.0,Unf,1.0,360.0,TA,Y,0.0,GdWo,NA,0.0,12.0,2009.0,WD,Normal,1728.0,236.0
459,50.0,RL,70.0,7015.0,IR1,Bnk,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1950.0,1950.0,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,524.0,GasA,TA,Y,SBrkr,0.0,1203.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,TA,Detchd,1950.0,Unf,1.0,352.0,TA,Y,0.0,NA,NA,0.0,7.0,2009.0,WD,Normal,1912.0,248.0
823,50.0,RL,60.0,9900.0,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1940.0,1950.0,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,778.0,GasA,TA,Y,SBrkr,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,Y,335.0,GdWo,NA,0.0,7.0,2009.0,WD,Normal,2267.0,0.0
1114,20.0,RL,90.0,5400.0,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,2000.0,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,418.0,GasA,Ex,Y,SBrkr,0.0,833.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NA,Detchd,1955.0,Unf,1.0,326.0,TA,Y,0.0,MnPrv,NA,0.0,8.0,2006.0,WD,Normal,1666.0,0.0
836,30.0,RM,90.0,8100.0,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,6.0,1948.0,1973.0,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,1221.0,GasA,Gd,Y,SBrkr,0.0,1559.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Min2,0.0,NA,Detchd,1948.0,Unf,2.0,812.0,TA,Y,0.0,GdWo,NA,0.0,6.0,2007.0,COD,Normal,3118.0,346.0
971,160.0,RL,36.0,2268.0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7.0,5.0,2003.0,2004.0,VinylSd,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,197.0,GasA,Ex,Y,SBrkr,0.0,1626.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,NA,BuiltIn,2003.0,RFn,2.0,474.0,TA,Y,0.0,NA,NA,0.0,7.0,2009.0,WD,Normal,2390.0,27.0
78,90.0,RL,72.0,10778.0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4.0,5.0,1968.0,1968.0,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1768.0,GasA,TA,N,SBrkr,0.0,1768.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NA,NA,1979.0,NA,0.0,0.0,NA,Y,0.0,NA,NA,0.0,4.0,2010.0,WD,Normal,3536.0,0.0
85,60.0,RL,121.0,16059.0,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1991.0,1992.0,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,1288.0,GasA,Ex,Y,SBrkr,0.0,2417.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1991.0,Unf,2.0,462.0,TA,Y,127.0,NA,NA,0.0,4.0,2006.0,WD,Normal,3705.0,82.0
894,90.0,RL,64.0,7018.0,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5.0,5.0,1979.0,1979.0,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,GasA,TA,Y,SBrkr,0.0,1535.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NA,Attchd,1979.0,Unf,2.0,400.0,TA,Y,0.0,NA,NA,0.0,6.0,2009.0,WD,Alloca,1535.0,0.0
83,20.0,RL,80.0,8892.0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1960.0,1960.0,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,1065.0,GasA,Gd,Y,SBrkr,0.0,1065.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1974.0,Unf,2.0,461.0,TA,Y,74.0,NA,NA,0.0,7.0,2007.0,COD,Normal,2130.0,0.0
471,60.0,RL,92.0,11952.0,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7.0,6.0,1977.0,1977.0,WdShing,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,808.0,GasA,TA,Y,SBrkr,0.0,1969.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,Gd,Attchd,1977.0,RFn,2.0,534.0,TA,Y,0.0,NA,NA,0.0,11.0,2007.0,WD,Normal,2777.0,276.0
696,30.0,RM,50.0,6000.0,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,7.0,1921.0,1950.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,0.0,GasA,Gd,Y,SBrkr,0.0,616.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1921.0,Unf,1.0,205.0,TA,Y,0.0,NA,NA,0.0,6.0,2006.0,WD,Normal,1232.0,129.0
914,160.0,FV,30.0,3000.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6.0,5.0,2009.0,2009.0,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,318.0,GasA,Ex,Y,SBrkr,0.0,1224.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,Typ,0.0,NA,Detchd,2009.0,RFn,2.0,528.0,TA,Y,0.0,NA,NA,0.0,6.0,2009.0,New,Partial,1836.0,234.0
1053,20.0,RL,68.0,8562.0,Reg,Lvl,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,2002.0,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,833.0,GasA,Ex,Y,FuseA,0.0,1526.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Min2,1.0,Gd,Basment,1957.0,Unf,1.0,364.0,TA,Y,116.0,NA,NA,0.0,5.0,2010.0,WD,Normal,2742.0,78.0
448,50.0,RM,50.0,8600.0,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1937.0,1950.0,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,780.0,GasA,TA,Y,SBrkr,0.0,1376.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,N,0.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2156.0,0.0
663,85.0,RL,90.0,10012.0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4.0,5.0,1972.0,1972.0,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,38.0,GasA,TA,Y,SBrkr,0.0,1181.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1974.0,RFn,2.0,588.0,TA,Y,0.0,MnPrv,NA,0.0,4.0,2008.0,WD,Normal,2319.0,180.0
844,50.0,RM,100.0,12665.0,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5.0,8.0,1915.0,1950.0,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,876.0,GasA,Gd,Y,SBrkr,0.0,1416.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,Y,418.0,NA,NA,0.0,6.0,2008.0,WD,Normal,2292.0,194.0
1170,80.0,RL,76.0,9880.0,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6.0,6.0,1977.0,1977.0,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,574.0,GasA,TA,Y,SBrkr,0.0,1118.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Po,Attchd,1977.0,Fin,1.0,358.0,TA,Y,203.0,GdPrv,NA,0.0,7.0,2008.0,WD,Normal,2214.0,0.0
1161,20.0,RL,70.0,14778.0,IR1,Low,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6.0,7.0,1954.0,2006.0,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,568.0,GasA,Ex,Y,SBrkr,0.0,1640.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,Y,108.0,NA,NA,0.0,11.0,2008.0,WD,Normal,2936.0,216.0
415,20.0,RL,73.0,8899.0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1316.0,GasA,Ex,Y,SBrkr,0.0,1340.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2007.0,Fin,2.0,396.0,TA,Y,100.0,NA,NA,0.0,8.0,2007.0,New,Partial,2680.0,30.0
1272,20.0,RL,70.0,13526.0,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1965.0,1965.0,HdBoard,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,0.0,GasA,TA,Y,SBrkr,0.0,935.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1965.0,Unf,1.0,288.0,TA,Y,180.0,MnPrv,NA,0.0,11.0,2006.0,WD,Normal,1870.0,0.0
1010,50.0,RL,115.0,21286.0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1948.0,1950.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,720.0,GasA,TA,Y,SBrkr,0.0,1271.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,Y,0.0,NA,NA,0.0,8.0,2008.0,WD,Normal,1991.0,108.0
920,60.0,RL,70.0,8462.0,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1994.0,1994.0,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,114.0,GasA,Ex,Y,SBrkr,0.0,1721.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,1994.0,RFn,2.0,471.0,TA,Y,300.0,NA,NA,0.0,7.0,2007.0,WD,Normal,2649.0,87.0
105,60.0,FV,75.0,9375.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2004.0,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,1053.0,GasA,Ex,Y,SBrkr,0.0,1992.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2003.0,RFn,2.0,648.0,TA,Y,140.0,NA,NA,0.0,8.0,2008.0,WD,Normal,3045.0,45.0
627,80.0,RL,80.0,9600.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6.0,6.0,1955.0,1972.0,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,350.0,GasA,Ex,Y,SBrkr,0.0,1520.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,2.0,Gd,Basment,1955.0,RFn,1.0,364.0,TA,Y,0.0,NA,NA,0.0,3.0,2010.0,WD,Normal,2676.0,189.0
1431,120.0,RL,70.0,4928.0,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6.0,6.0,1976.0,1976.0,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,0.0,GasA,TA,Y,SBrkr,0.0,958.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1976.0,RFn,2.0,440.0,TA,Y,0.0,NA,NA,0.0,10.0,2009.0,WD,Normal,1916.0,60.0
967,20.0,RL,70.0,7390.0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1955.0,1955.0,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,196.0,GasA,TA,Y,SBrkr,0.0,1098.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1955.0,Unf,1.0,260.0,TA,Y,0.0,NA,NA,0.0,7.0,2008.0,WD,Normal,2196.0,0.0
864,20.0,FV,72.0,8640.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2008.0,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,1372.0,GasA,Ex,Y,SBrkr,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2008.0,Fin,2.0,529.0,TA,Y,0.0,NA,NA,0.0,5.0,2008.0,New,Partial,2744.0,140.0
63,70.0,RM,50.0,10300.0,IR1,Bnk,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7.0,6.0,1921.0,1950.0,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,576.0,GasA,Gd,Y,SBrkr,0.0,1710.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,9.0,Typ,0.0,NA,Detchd,1990.0,Unf,2.0,480.0,TA,Y,12.0,GdPrv,NA,0.0,4.0,2010.0,WD,Normal,2286.0,75.0
288,20.0,RL,70.0,9819.0,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1967.0,1967.0,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,432.0,GasA,TA,Y,SBrkr,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1970.0,Unf,1.0,280.0,TA,Y,0.0,MnPrv,NA,0.0,2.0,2010.0,WD,Normal,1782.0,0.0
1204,20.0,RL,78.0,10140.0,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1975.0,1975.0,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,268.0,GasA,Ex,Y,SBrkr,0.0,1074.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1975.0,RFn,2.0,495.0,TA,Y,0.0,MnPrv,NA,0.0,7.0,2006.0,WD,Normal,2130.0,88.0
243,160.0,RL,75.0,10762.0,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6.0,6.0,1980.0,1980.0,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,626.0,GasA,TA,Y,SBrkr,0.0,1217.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,RFn,1.0,288.0,TA,Y,0.0,NA,NA,0.0,4.0,2009.0,WD,Normal,1843.0,28.0
